#字頭	聲母	韻母	陰陽	四聲	小韻	釋義
鄲	端	翻	陰	平	丹	邯鄲地名
癉	端	翻	陰	平	丹	病之全熱者又音坦
班	幫	翻	陰	平	班	列也分也布也等也次也
斑	幫	翻	陰	平	班	斑斕雜文貌
頒	幫	翻	陰	平	班	分也賜也亦作班
斒	幫	翻	陰	平	班	斒斕
般	幫	翻	陰	平	班	還也
餐	清	翻	陰	平	餐	熟食也
飡	清	翻	陰	平	餐	同上【餐】（熟食也）
灘	透	翻	陰	平	灘	水之急處
攤	透	翻	陰	平	灘	布也開也又按也緩也
嘽	透	翻	陰	平	灘	嘽嘽衆盛貌
彎	云	翻	陰	平	彎	曲也引也
弯	云	翻	陰	平	彎	同上【彎】（曲也引也）
灣	云	翻	陰	平	彎	木之出處
攀	滂	翻	陰	平	攀	援也引也挽也
扳	滂	翻	陰	平	攀	同上【攀】（援也引也挽也）
慳	曉	翻	陰	平	慳	香間切吝嗇也
凡	非	翻	陽	平	凡	皆也大概也又庸常也今人鄙人爲凡夫輕賤之稱也
蕃	非	翻	陽	平	凡	茂也滋也息也
藩	非	翻	陽	平	凡	藩籬藩屏藩垣
膰	非	翻	陽	平	凡	祭餘肉也
燔	非	翻	陽	平	凡	熱炙也
墦	非	翻	陽	平	凡	墦間塚也
籓	非	翻	陽	平	凡	大箕也又蔽也
樊	非	翻	陽	平	凡	樊籠又姓
蠜	非	翻	陽	平	凡	蟲名
帆	非	翻	陽	平	凡	風帆
礬	非	翻	陽	平	凡	白礬
繁	非	翻	陽	平	凡	多也
蘩	非	翻	陽	平	凡	草名白蒿也
煩	非	翻	陽	平	凡	勞也擾也
還	云	翻	陽	平	還	反也复也償也
頑	云	翻	陽	平	還	愚也鈍也
環	云	翻	陽	平	還	迴遶也門環
寰	云	翻	陽	平	還	寰宇寰區天子封畿内縣
圜	云	翻	陽	平	還	圍也遶也又音員
闤	云	翻	陽	平	還	闤闠市門也
嬛	云	翻	陽	平	還	娜嬛
鐶	云	翻	陽	平	還	門鐶
儇	云	翻	陽	平	還	輕捷巧慧之人又音圈
鬟	云	翻	陽	平	還	屈髮爲髻也又釵鬟又丫鬟女使也
鍰	云	翻	陽	平	還	金六兩曰鍰
闌	來	翻	陽	平	闌	門闌夜闌盡也阻也
蘭	來	翻	陽	平	闌	蘭花
攔	來	翻	陽	平	闌	遮攔截阻也
欄	來	翻	陽	平	闌	欄杆又牛欄馬欄閑也
瀾	來	翻	陽	平	闌	大波也
斕	來	翻	陽	平	闌	斑斕色不純也
閑	曉	翻	陽	平	閑	闌也止防也又散也習也
閒	曉	翻	陽	平	閑	暇也安逸也
憪	曉	翻	陽	平	閑	淨也
嫺	曉	翻	陽	平	閑	習熟也雅也
癇	曉	翻	陽	平	閑	顛病
𤺛	曉	翻	陽	平	閑	同上【癇】（顛病）
鷴	曉	翻	陽	平	閑	白鷴鳥名
壇	透	翻	陽	平	壇	祭塲曰壇
檀	透	翻	陽	平	壇	木名
彈	透	翻	陽	平	壇	討也刻也擊也射也
孱	審	翻	陽	平	孱	深閑切弱也孱也
僝	審	翻	陽	平	孱	僝僽惡言以罵人
潺	審	翻	陽	平	孱	潺湲水流聲
蠻	明	翻	陽	平	蠻	蠻夷
蛮	明	翻	陽	平	蠻	同上【蠻】（蠻夷）
殘	清	翻	陽	平	殘	傷殘餘也樂也賤也害也
顔	我	翻	陽	平	顔	顔容顔色又姓
難	泥	翻	陽	平	難	艱難不易也
难	泥	翻	陽	平	難	同上【難】（艱難不易也）
反	非	翻	陰	上	反	反覆不順也
返	非	翻	陰	上	反	還也
㤆	非	翻	陰	上	反	㤆悔謂事既成而生背心
簡	見	翻	陰	上	簡	簡策簡要簡略簡選簡慢又姓
揀	見	翻	陰	上	簡	揀擇
柬	見	翻	陰	上	簡	書柬
僩	曉	翻	陰	上	僩	香板切武毅貌
瞯	曉	翻	陰	上	僩	窺視也
覸	曉	翻	陰	上	僩	同上【瞯】（窺視也）
產	穿	翻	陰	上	產	生業也又生產
鏟	穿	翻	陰	上	產	平木之器
剷	穿	翻	陰	上	產	削平也
剗	穿	翻	陰	上	產	同上【剷】（削平也）
嵼	穿	翻	陰	上	產	𡾰嵼山屈曲貌
坦	透	翻	陰	上	坦	平也安也
袒	透	翻	陰	上	坦	袒裼露肩也偏服衣袖
僤	透	翻	陰	上	坦	厚怒也
癉	透	翻	陰	上	坦	病也彰善癉惡又音丹
癱	透	翻	陰	上	坦	風疾
妲	透	翻	陰	上	坦	妲己紂王妃名
亶	透	翻	陰	上	坦	誠信也
板	幫	翻	陰	上	板	木片也又作版
版	幫	翻	陰	上	板	圖籍也
昄	幫	翻	陰	上	板	昄章大明也又昄籍
糤	心	翻	陰	上	糤	麵糤
饊	心	翻	陰	上	糤	同上【糤】（麵糤）
散	心	翻	陰	上	糤	疏懶也
桚	心	翻	陰	上	糤	形具用以桚手
趲	精	翻	陰	上	趲	催也促也
儹	精	翻	陰	上	趲	積儹聚也
寁	精	翻	陰	上	趲	速也
昝	精	翻	陰	上	趲	姓
盞	照	翻	陰	上	盞	酒盞
醆	照	翻	陰	上	盞	爵也夏曰醆殷曰斝周曰爵皆酒器也
琖	照	翻	陰	上	盞	同上【醆】（爵也夏曰醆殷曰斝周曰爵皆酒器也）
赧	泥	翻	陽	上	赧	怒反切慙而面赤也
戁	泥	翻	陽	上	赧	恐也敬也
挽	云	翻	陽	上	挽	引也持也維也
輓	云	翻	陽	上	挽	車輓又輓近又音晚
鯇	云	翻	陽	上	挽	魚名
娩	云	翻	陽	上	挽	婉娩媚也又音免婦人產也
晚	明	翻	陽	上	晚	暮也遲也
懶	來	翻	陽	上	懶	懈怠也
嬾	來	翻	陽	上	懶	同上【懶】（懈怠也）
眼	我	翻	陽	上	眼	眼目
泛	非	翻	陰	去	泛	廣也泛濫也
汎	非	翻	陰	去	泛	廣也又汎舟
氾	非	翻	陰	去	泛	氾濫水溢也
販	非	翻	陰	去	泛	賤買貴賣曰販
歎	透	翻	陰	去	歎	嗟歎太息也
嘆	透	翻	陰	去	歎	同上【歎】（嗟歎太息也）
炭	透	翻	陰	去	歎	火炭燒木爲之
晏	亞	翻	陰	去	晏	日旰也晚也又安也
鷃	亞	翻	陰	去	晏	鳥名
慣	古	翻	陰	去	慣	習也熟也
貫	古	翻	陰	去	慣	同上【慣】（習也熟也）
丱	古	翻	陰	去	慣	兩角貌詩總角丱兮
盼	滂	翻	陰	去	盼	顧盼視也
諫	見	翻	陰	去	諫	直言以諫人過也
間	見	翻	陰	去	諫	罅隙也間隔間別離間疏間
澗	見	翻	陰	去	諫	山夾水曰澗
燦	清	翻	陰	去	燦	光明也
粲	清	翻	陰	去	燦	美也
璨	清	翻	陰	去	燦	玉名
誕	端	翻	陰	去	誕	妄也欺也又語詞生日曰降誕生子亦誕
贊	精	翻	陰	去	贊	助也佐也又贊頌
讚	精	翻	陰	去	贊	稱美也
灒	精	翻	陰	去	贊	污酒也
瓚	精	翻	陰	去	贊	玉瓚祭器也受五升
訕	審	翻	陰	去	訕	深贊切謗毀也
汕	審	翻	陰	去	訕	舒散貌
篡	審	翻	陰	去	訕	篡弑逆而取之也
疝	審	翻	陰	去	訕	疝氣
散	心	翻	陰	去	散	不聚也
𢿱	心	翻	陰	去	散	同上【散】（不聚也）
傘	心	翻	陰	去	散	遮雨之具
繖	心	翻	陰	去	散	同上【傘】（遮雨之具）
鴈	我	翻	陽	去	鴈	鴻雁
雁	我	翻	陽	去	鴈	同上【鴈】（鴻雁）
贋	我	翻	陽	去	鴈	僞物也
扮	幫	翻	陽	去	扮	打扮妝扮
辦	幫	翻	陽	去	扮	具也備也
办	幫	翻	陽	去	扮	同上【辦】（具也備也）
𢲔	幫	翻	陽	去	扮	絆也引繫也
湴	幫	翻	陽	去	扮	深泥也又水泛也
限	曉	翻	陽	去	限	門限界限又度也阻也
𨵬	曉	翻	陽	去	限	門閾
爛	來	翻	陽	去	爛	燦爛光明也又壞爛朽腐也又熟也
難	泥	翻	陽	去	難	奴飯切險難也
宦	云	翻	陽	去	宦	官宦閹宦
患	云	翻	陽	去	宦	患難憂患禍患瘡患
豢	云	翻	陽	去	宦	豢養又犬豕也
幻	云	翻	陽	去	宦	虛妄惑人也
犯	非	翻	陽	去	犯	觸犯干犯侵犯
范	非	翻	陽	去	犯	草名又姓
範	非	翻	陽	去	犯	法也式也模也則也隄防也
梵	非	翻	陽	去	犯	羌戎吟聲也佛家經聲曰梵音
飯	非	翻	陽	去	犯	米飯
萬	明	翻	陽	去	萬	十千曰萬
慢	明	翻	陽	去	萬	簡慢隋慢怠也輕也
謾	明	翻	陽	去	萬	欺也
嫚	明	翻	陽	去	萬	侮易也
蔓	明	翻	陽	去	萬	葛屬
曼	明	翻	陽	去	萬	引也
旦	端	翻	陽	去	旦	早也明也
但	端	翻	陽	去	旦	徒也凡也在也從也又空也又語詞
憚	端	翻	陽	去	旦	畏難也忌也
彈	端	翻	陽	去	旦	彈丸
蛋	端	翻	陽	去	旦	雞鴨卵曰蛋又海上取魚之人曰蛋家
饌	照	翻	陽	去	饌	具食
撰	照	翻	陽	去	饌	造也脩也述也具也翰林又修撰
譔	照	翻	陽	去	饌	脩也作也作文曰譔文
站	照	翻	陽	去	饌	站立也又音賺
棧	照	翻	陽	去	饌	閣木爲棚謂棧四川有棧道
綻	照	翻	陽	去	饌	衣縫裂也事不完全曰破綻
輚	照	翻	陽	去	饌	臥車
虥	照	翻	陽	去	饌	虎淺毛
發	非	翻	陰	入	發	起也揚也舒也遣也
彂	非	翻	陰	入	發	同上【發】（起也揚也舒也遣也）
法	非	翻	陰	入	發	法度法則又刑法方法
灋	非	翻	陰	入	發	古法字
髮	非	翻	陰	入	發	毛髮
遏	亞	翻	陰	入	遏	止也絕也
秸	亞	翻	陰	入	遏	禾稾去其皮曰秸
戛	亞	翻	陰	入	遏	擊也
揠	亞	翻	陰	入	遏	拔也助禾苗長也
恝	亞	翻	陰	入	遏	恝然無愁之貌
頞	亞	翻	陰	入	遏	額也
閼	亞	翻	陰	入	遏	閉也塞也又音謁又音煙
壓	亞	翻	陰	入	遏	鎮也覆也
札	照	翻	陰	入	札	柬也又書札
扎	照	翻	陰	入	札	拔也作也
茁	照	翻	陰	入	札	肥壯貌
殺	審	翻	陰	入	殺	誅戮也
煞	審	翻	陰	入	殺	凶神
刷	審	翻	陰	入	殺	成也歸也又振作也
撻	透	翻	陰	入	撻	擊也打也
闥	透	翻	陰	入	撻	禁闥
怛	透	翻	陰	入	撻	憫怛驚也懼也悲憫也
笪	透	翻	陰	入	撻	竹壁又姓
察	穿	翻	陰	入	察	審也考也省也又察察潔淨貌
詧	穿	翻	陰	入	察	同上【察】（審也考也省也又察察潔淨貌）
獺	穿	翻	陰	入	察	水狗食魚之物
刹	穿	翻	陰	入	察	稱僧寺曰梵刹
刮	古	翻	陰	入	刮	古法切削磨也
斡	云	翻	陰	入	斡	云法切挺也轉也
挖	云	翻	陰	入	斡	手挖曰挖
穵	云	翻	陰	入	斡	同上【挖】（手挖曰挖）
撒	心	翻	陰	入	撒	宿八切放面散之
薩	心	翻	陰	入	撒	菩薩
八	幫	翻	陰	入	八	數名
捌	幫	翻	陰	入	八	同上【八】（數名）
摖	清	翻	陰	入	摖	粲入聲揩也磨也
伐	非	翻	陽	入	伐	征伐殺伐又誇功也
筏	非	翻	陽	入	伐	海中大船
閥	非	翻	陽	入	伐	閥閱自序也積其功曰閥明其等曰閲
罰	非	翻	陽	入	伐	責也治也
乏	非	翻	陽	入	伐	貧乏窮乏匱也
拔	幫	翻	陽	入	拔	抽也擢次而舉也
茇	幫	翻	陽	入	拔	草舍也
魃	幫	翻	陽	入	拔	旱神也
達	端	翻	陽	入	達	通也告也
薘	端	翻	陽	入	達	蒲薘瓜名
滑	云	翻	陽	入	滑	云伐切澤也利也
猾	云	翻	陽	入	滑	狡也亂也
襪	明	翻	陽	入	襪	足衣
辣	來	翻	陽	入	辣	闌入聲味之辛者
家	見	家	陰	平	家	國家家室
嘉	見	家	陰	平	家	美也善也褒也稱也
加	見	家	陰	平	家	增也益也
笳	見	家	陰	平	家	胡人捲蘆葉吹之曰胡
袈	見	家	陰	平	家	袈裟僧衣也
鴐	見	家	陰	平	家	雁屬
枷	見	家	陰	平	家	刑具
珈	見	家	陰	平	家	似玉以爲笄之節也
葭	見	家	陰	平	家	蒹葭蘆葦草
豭	見	家	陰	平	家	牡豕
麚	見	家	陰	平	家	牡鹿
花	非	家	陰	平	花	草木之葩
華	非	家	陰	平	花	華美亦作花
騧	云	家	陰	平	騧	黃馬
驊	云	家	陰	平	騧	驊騮良馬也
蝸	云	家	陰	平	騧	蟲名螺屬
喎	云	家	陰	平	騧	小兒啼聲
呱	云	家	陰	平	騧	同上【喎】（小兒啼聲）
哇	云	家	陰	平	騧	吐也
娃	云	家	陰	平	騧	美女
蛙	云	家	陰	平	騧	水蛤
鼃	云	家	陰	平	騧	同上【蛙】（水蛤）
窪	云	家	陰	平	騧	水蟲
窊	云	家	陰	平	騧	污下也平也
汙	云	家	陰	平	騧	同上【窊】（污下也平也）
譁	云	家	陰	平	騧	喧譁
華	云	家	陰	平	騧	英華
巴	幫	家	陰	平	巴	巴蜀地名
芭	幫	家	陰	平	巴	芭蕉
葩	幫	家	陰	平	巴	草木之花
疤	幫	家	陰	平	巴	瘡痕
豝	幫	家	陰	平	巴	牡豕
羓	幫	家	陰	平	巴	腊羓
舥	幫	家	陰	平	巴	浮橋
誇	困	家	陰	平	誇	大言
夸	困	家	陰	平	誇	奢也大也
姱	困	家	陰	平	誇	姱脩好也
詿	困	家	陰	平	誇	誤也
沙	審	家	陰	平	沙	泥沙
砂	審	家	陰	平	沙	碎石
紗	審	家	陰	平	沙	紗羅
裟	審	家	陰	平	沙	袈裟僧衣
桬	審	家	陰	平	沙	木名果名
鯊	審	家	陰	平	沙	魚名
蝦	曉	家	陰	平	蝦	魚名
鰕	曉	家	陰	平	蝦	同上【蝦】（魚名）
瘕	曉	家	陰	平	蝦	瘕癥
他	透	家	陰	平	他	彼也別人曰他
它	透	家	陰	平	他	同上【他】（彼也別人曰他）
鴉	亞	家	陰	平	鴉	鳥名
鵶	亞	家	陰	平	鴉	同上【鴉】（鳥名）
丫	亞	家	陰	平	鴉	木之枝頭也
渣	照	家	陰	平	渣	乍平聲渣滓
蹅	照	家	陰	平	渣	足踏也
㪥	照	家	陰	平	渣	以手按物
撾	照	家	陰	平	渣	擊鼓曰撾
瓜	古	家	陰	平	瓜	果名
差	穿	家	陰	平	差	差錯舛謬也
遐	曉	家	陽	平	遐	遠也
瑕	曉	家	陽	平	遐	玉之玷也
霞	曉	家	陽	平	遐	雲霞烟霞
騢	曉	家	陽	平	遐	赤白雜毛之馬
赮	曉	家	陽	平	遐	赤色
蕸	曉	家	陽	平	遐	芙蕖葉
琶	滂	家	陽	平	琶	琵琶樂器
潖	滂	家	陽	平	琶	地名
爬	滂	家	陽	平	琶	犁爬治田之器
杷	滂	家	陽	平	琶	枇杷果名
把	滂	家	陽	平	琶	同上又巴上聲(枇杷果名）
麻	明	家	陽	平	麻	苧麻
蔴	明	家	陽	平	麻	芝蔴又升蔴藥名
蟇	明	家	陽	平	麻	蝦蟇又音莫
蟆	明	家	陽	平	麻	同上【蟇】（蝦蟇又音莫）
拿	泥	家	陽	平	拿	擒捉也
挐	泥	家	陽	平	拿	同上【拿】（擒捉也）
詉	泥	家	陽	平	拿	言不可解也
華	云	家	陽	平	華	美也
蕐	云	家	陽	平	華	同上【華】（美也）
樺	云	家	陽	平	華	木名果名
茶	穿	家	陽	平	茶	茗也華烹之可止渴
嗏	穿	家	陽	平	茶	唱曲長聲也
槎	穿	家	陽	平	茶	水中浮木
